"last_name","count"
"Bratsberg","1"
"Brandsma","1"
"Braccini","1"
"Boyle","1"
"Bouloucos","1"
"Boudaillier","1"
"Bottner","1"
"Botman","1"
"Borstler","1"
"Borovoy","1"
"Boreale","1"
"Bonifati","1"
"Bondorf","1"
"Bolsens","1"
"Bolotov","1"
"Bojadziev","1"
"Boissier","1"
"Boguraev","1"
"Bodoff","1"
"Blokdijk","1"
"Bisiani","1"
"Birta","1"
"Birsak","1"
"Birrer","1"
"Biros","1"
"Biron","1"
"Birnbaum","1"
"Birke","1"
"Birjandi","1"
"Birge","1"
"Birdsall","1"
"Birch","1"
"Biran","1"
"Binkley","1"
"Binding","1"
"Billingsley","1"
"Billawala","1"
"Bierman","1"
"Bierbaum","1"
"Bhattacharjee","1"
"Bharadwaj","1"
"Beznosov","1"
"Beutelspacher","1"
"Besselaar","1"
"Besancenot","1"
"Berztiss","1"
"Berstel","1"
"Bernini","1"
"Bernick","1"
"Bernatsky","1"
"Bernardinello","1"
"Bernardeschi","1"
"Bergere","1"
"Berendt","1"
"Benzmuller","1"
"Benzaken","1"
"Benveniste","1"
"Bennis","1"
"Bennet","1"
"Benner","1"
"Benantar","1"
"Benaini","1"
"Bellone","1"
"Bellmore","1"
"Belinskaya","1"
"Beilner","1"
"Beidas","1"
"Begiun","1"
"Beetstra","1"
"Beeson","1"
"Beerel","1"
"Bednarek","1"
"Beausoleil","1"
"Bazzichi","1"
"Bazelow","1"
"Baumann","1"
"Bauknecht","1"
"Bashian","1"
"Basawa","1"
"Basart","1"
"Basagni","1"
"Barvinok","1"
"Barriga","1"
"Barreiro","1"
"Barinka","1"
"Bardell","1"
"Barbanera","1"
"Baranowski","1"
"Bamford","1"
"Ballarin","1"
"Bale","1"
"Bala","1"
"Bakhtari","1"
"Baja","1"
"Bain","1"
"Bail","1"
"Baik","1"
"Baig","1"
"Bahr","1"
"Bahl","1"
"Bahk","1"
"Bahi","1"
"Bage","1"
"Baezner","1"
"Baez","1"
"Baer","1"
"Bael","1"
"Baek","1"
"Badr","1"
"Bade","1"
"Badache","1"
"Backhouse","1"
"Back","1"
"Bach","1"
"Baca","1"
"Baby","1"
"Babu","1"
"Babb","1"
"Baba","1"
"Baaz","1"
"Baar","1"
"Baalen","1"
"Baaleh","1"
"Baak","1"
"Azumi","1"
"Azuma","1"
"Azulay","1"
"Azevdeo","1"
"Azadmanesh","1"
"Axelband","1"
"Awdeh","1"
"Avouris","1"
"Auyong","1"
"Auria","1"
"Aumann","1"
"Attimonelli","1"
"Atrawala","1"
"Atchley","1"
"Asser","1"
"Assaf","1"
"Asrin","1"
"Asmuth","1"
"Ashish","1"
"Aseltine","1"
"Armand","1"
"Arlazarov","1"
"Ariola","1"
"Argence","1"
"Apsitis","1"
"Antonisse","1"
"Antonakopoulos","1"
"Anily","1"
"Anido","1"
"Anick","1"
"Anguita","1"
"Angot","1"
"Angiulli","1"
"Anger","1"
"Angelov","1"
"Angelopoulos","1"
"Angel","1"
"Androutsos","1"
"Andreotta","1"
"Ananiadou","1"
"Anandan","1"
"Ambroszkiewicz","1"
"Alvarado","1"
"Alpin","1"
"Alpay","1"
"Aloisi","1"
"Aloia","1"
"Alencar","1"
"Alblas","1"
"Albarhamtoshy","1"
"Alameldin","1"
"Akiyama","1"
"Akazan","1"
"Akaboshi","1"
"Aingworth","1"
"Adachi","1"
"Acton","1"
"Aamodt","1"
